Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of general purpose machinery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"manufacture of jewellery, bijouterie and related articles",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"manufacture of pharmaceuticals, medicinal chemical and botanical products",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of vegetable and animal oils and fats,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Mining and quarrying n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,processing and preserving of fruit and vegetables,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Processing, canning, and preserving of fish, crustacea and similar foods",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,saw milling and planing of wood,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Television and radio transmitters and apparatus for line telephony and line telegraphy,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Coke oven products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of chemical products n.e.c,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of earthen and plaster products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of ferro-alloys,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of mica products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of motor vehicles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of other textiles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of paper and paper products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of parts and accessories for motor vehicles,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of prepared animal feeds,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of watches and clocks,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of waterproof textile fabrics,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Other manufacturing n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,other manufacturing n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Preparatory operations (including carding and combing} on coir fibres.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Processing and preserving of meat,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Man-made fibres,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of articles of fur,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of cement, lime and plaster",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of electric lighting equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of paints, varnishes and related products; artists' colours and ink",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of plastics in primary forms; manufacture of synthetic rubber,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of plastics products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of products of wood, bamboo, cane, reed and grass,(includiog articles made from coconut shells etc.) n.e.c:",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of railway locomotives and rolling stock,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of transport equipment n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of wearing apparel, except fur apparel",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of wooden industrial goods n.e.c,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes except optical instrument",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,mining and quarrying n.e.c.,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Optical instruments and photographic equipment,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Paper and paper product,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Special purpose machinery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Wearing apparel, except fur apparel",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Wool spinning, weaving and finishing other than in mills",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,General purpose machinery,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of batteries and accumulators,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of drugs, medicines and allied products",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of floor coverings of jute, mesta sann-hemp and ether kindred fibres and of coir",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of glass and glass products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"manufacture of products of wood, cork, straw and plaiting materials",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"manufacture of structural metal products, tanks, reservoirs and steam generators",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,manufacture of tobacco products,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,"Manufacture of wearing apparel of leather, and substitutes of leather",2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Manufacture of wines,2008-2009,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),NIC-2008,Plastic products,2008-2009,2023-2024
